   Ordinate,   Date / Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,
Units, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
2556,29-Sep-01,174.7097,0.0546,0.0008,0.0008,0,0,0,0.0546,0.0009,0.0009,0,0,0,0.0468,0.0012,0.0012,0,0,0,55945.00
2557,30-Sep-01,196.8307,0.0597,0.0008,0.0008,0,0,0,0.0597,0.0009,0.0009,0,0,0,0.0512,0.0011,0.0011,0,0,0,55704.00
2558,1-Oct-01,207.996,0.058,0.0008,0.0008,0,0,0,0.058,0.0008,0.0008,0,0,0,0.0497,0.001,0.001,0,0,0,55631.00
2559,2-Oct-01,231.3233,0.0642,0.0007,0.0007,0,0,0,0.0642,0.0008,0.0008,0,0,0,0.055,0.001,0.001,0,0,0,55382.00
2560,3-Oct-01,268.5792,0.0581,0.0007,0.0007,0,0,0,0.0581,0.0007,0.0007,0,0,0,0.0498,0.0009,0.0009,0,0,0,54979.00
2561,4-Oct-01,284.7423,0.0426,0.0006,0.0006,0,0,0,0.0426,0.0007,0.0007,0,0,0,0.0365,0.0009,0.0009,0,0,0,54529.00
2562,5-Oct-01,285.0003,0.0356,0.0006,0.0006,0,0,0,0.0355,0.0006,0.0006,0,0,0,0.0304,0.0008,0.0008,0,0,0,54049.00
2563,6-Oct-01,283.136,0.0427,0.0006,0.0006,0,0,0,0.0427,0.0006,0.0006,0,0,0,0.0366,0.0008,0.0008,0,0,0,53587.00
2564,7-Oct-01,280.7759,0.0452,0.0005,0.0005,0,0,0,0.0452,0.0006,0.0006,0,0,0,0.0387,0.0007,0.0007,0,0,0,53095.00
2565,8-Oct-01,255.134,0.0516,0.0005,0.0005,0,0,0,0.0516,0.0005,0.0005,0,0,0,0.0442,0.0007,0.0007,0,0,0,52619.00
2566,9-Oct-01,200.1411,0.0442,0.0005,0.0005,0,0,0,0.0442,0.0005,0.0005,0,0,0,0.0378,0.0006,0.0006,0,0,0,52327.00
2567,10-Oct-01,169.7792,0.052,0.0004,0.0004,0,0,0,0.052,0.0005,0.0005,0,0,0,0.0445,0.0006,0.0006,0,0,0,52099.00
2568,11-Oct-01,166.2503,0.0523,0.0004,0.0004,0,0,0,0.0523,0.0004,0.0004,0,0,0,0.0448,0.0006,0.0006,0,0,0,51931.00
2569,12-Oct-01,166.0135,0.0538,0.0004,0.0004,0,0,0,0.0538,0.0004,0.0004,0,0,0,0.0461,0.0005,0.0005,0,0,0,50993.00
2570,13-Oct-01,166.0018,0.0404,0.0004,0.0004,0,0,0,0.0404,0.0004,0.0004,0,0,0,0.0346,0.0005,0.0005,0,0,0,50841.00
2571,14-Oct-01,166.0013,0.0412,0.0003,0.0003,0,0,0,0.0412,0.0004,0.0004,0,0,0,0.0353,0.0005,0.0005,0,0,0,50690.00
2572,15-Oct-01,166.0012,0.0504,0.0003,0.0003,0,0,0,0.0503,0.0004,0.0004,0,0,0,0.0431,0.0005,0.0005,0,0,0,50584.00
2573,16-Oct-01,166.0011,0.0418,0.0003,0.0003,0,0,0,0.0418,0.0003,0.0003,0,0,0,0.0358,0.0004,0.0004,0,0,0,50432.00
2574,17-Oct-01,166.001,0.0375,0.0003,0.0003,0,0,0,0.0375,0.0003,0.0003,0,0,0,0.0321,0.0004,0.0004,0,0,0,50251.00
2575,18-Oct-01,166.001,0.0396,0.0003,0.0003,0,0,0,0.0396,0.0003,0.0003,0,0,0,0.0339,0.0004,0.0004,0,0,0,50085.00
2576,19-Oct-01,166.0009,0.0405,0.0003,0.0003,0,0,0,0.0405,0.0003,0.0003,0,0,0,0.0347,0.0004,0.0004,0,0,0,49920.00
2577,20-Oct-01,166.0009,0.0407,0.0002,0.0002,0,0,0,0.0407,0.0003,0.0003,0,0,0,0.0349,0.0003,0.0003,0,0,0,49800.00
2578,21-Oct-01,165.1016,0.0329,0.0002,0.0002,0,0,0,0.0329,0.0002,0.0002,0,0,0,0.0282,0.0003,0.0003,0,0,0,49680.00
2579,22-Oct-01,163.6548,0.0428,0.0002,0.0002,0,0,0,0.0428,0.0002,0.0002,0,0,0,0.0367,0.0003,0.0003,0,0,0,49546.00
2580,23-Oct-01,163.0581,0.0388,0.0002,0.0002,0,0,0,0.0388,0.0002,0.0002,0,0,0,0.0333,0.0003,0.0003,0,0,0,49396.00
2581,24-Oct-01,163.0037,0.0457,0.0002,0.0002,0,0,0,0.0457,0.0002,0.0002,0,0,0,0.0392,0.0003,0.0003,0,0,0,49231.00
2582,25-Oct-01,162.5512,0.0322,0.0002,0.0002,0,0,0,0.0322,0.0002,0.0002,0,0,0,0.0276,0.0002,0.0002,0,0,0,49111.00
2583,26-Oct-01,161.1532,0.0386,0.0002,0.0002,0,0,0,0.0386,0.0002,0.0002,0,0,0,0.0331,0.0002,0.0002,0,0,0,48991.00
2584,27-Oct-01,160.1069,0.0126,0.0002,0.0002,0,0,0,0.0126,0.0002,0.0002,0,0,0,0.0108,0.0002,0.0002,0,0,0,48812.00
2585,28-Oct-01,160.0062,0.0273,0.0001,0.0001,0,0,0,0.0273,0.0002,0.0002,0,0,0,0.0234,0.0002,0.0002,0,0,0,48692.00
2586,29-Oct-01,167.4657,0.0119,0.3036,0.0001,0.1142,0,0.007,0.0119,6.406,0.0002,0.1247,0,0.0085,0.0102,11.3016,0.0002,0.3037,0,0.0213,48722.00
2587,30-Oct-01,198.7364,0.0136,3.378,0.0001,0.6744,0,0.0879,0.0136,40.1947,0.0001,0.508,0,0.0719,0.0116,18.9932,0.0002,0.3521,0,0.083,48737.00
2588,31-Oct-01,147.754,0.0158,0.8683,0.0001,0,0,0.1127,0.0158,7.6839,0.0001,0,0,0.0904,0.0135,0.0717,0.0002,0,0,0.0937,48796.00
2589,1-Nov-01,110.4003,0.025,0.0436,0.0001,0,0,0.1127,0.025,0.1964,0.0001,0,0,0.0904,0.0214,0.0002,0.0002,0,0,0.0937,48885.00
2590,2-Nov-01,106.7008,0.0281,0.0001,0.0001,0,0,0.1127,0.0281,0.0001,0.0001,0,0,0.0904,0.024,0.0002,0.0002,0,0,0.0937,48990.00
2591,3-Nov-01,105.6086,0.0277,0.0001,0.0001,0,0,0.1124,0.0277,0.0001,0.0001,0,0,0.0902,0.0237,0.0001,0.0001,0,0,0.0937,48065.00
2592,4-Nov-01,105.0552,0.0289,0.0001,0.0001,0,0,0.1099,0.0288,0.0001,0.0001,0,0,0.0877,0.0247,0.0001,0.0001,0,0,0.0926,49154.00
2593,5-Nov-01,105.0032,0.0278,0.0001,0.0001,0,0,0.1059,0.0278,0.0001,0.0001,0,0,0.0836,0.0238,0.0001,0.0001,0,0,0.0896,49274.00
2594,6-Nov-01,105.0004,0.025,0.0001,0.0001,0,0,0.1022,0.025,0.0001,0.0001,0,0,0.0799,0.0214,0.0001,0.0001,0,0,0.0864,49364.00
2595,7-Nov-01,105.0003,0.0234,0.0001,0.0001,0,0,0.0987,0.0234,0.0001,0.0001,0,0,0.0764,0.02,0.0001,0.0001,0,0,0.0834,49454.00
2596,8-Nov-01,105.0003,0.0245,0.0001,0.0001,0,0,0.0952,0.0245,0.0001,0.0001,0,0,0.073,0.021,0.0001,0.0001,0,0,0.0804,49604.00
2597,9-Nov-01,105.0206,0.0309,0.0073,0.0001,0.1904,0,0.0927,0.0308,0.135,0.0001,0.1792,0,0.0703,0.0264,0.2102,0.0001,0.1751,0,0.0783,49754.00
2598,10-Nov-01,134.8107,0.0198,2.075,0.0001,1.0319,0,0.1486,0.0198,32.6497,0.0001,1.02,0,0.124,0.0169,26.2784,0.0001,1.0339,0,0.1318,49829.00
2599,11-Nov-01,317.4294,0.0084,10.665,0.0001,1.7168,0,0.4055,0.0084,161.0372,0.0001,1.6794,0,0.3766,0.0071,96.7159,0.0001,1.6777,0,0.3862,50054.00
2600,12-Nov-01,295.1512,0.007,7.7757,0.0001,0.8879,0,0.593,0.007,115.5107,0.0001,0.9645,0,0.5695,0.006,59.7579,0.0001,1.0909,0,0.5916,50280.00
2601,13-Nov-01,159.2225,0.0071,1.6839,0.0001,0,0,0.6359,0.0071,20.9383,0.0001,0,0,0.6159,0.006,1.2062,0.0001,0,0,0.6434,50597.00
2602,14-Nov-01,88.8215,0.0103,0.0821,0.0001,0,0,0.6359,0.0103,0.6178,0.0001,0,0,0.6159,0.0088,0.0001,0.0001,0,0,0.6434,50839.00
2603,15-Nov-01,82.6284,0.0155,0.1916,0.0001,0.0947,0,0.6406,0.0155,2.1019,0.0001,0.0364,0,0.6186,0.0133,1.6368,0.0001,0.037,0,0.6462,51051.00
2604,16-Nov-01,84.336,0.0075,0.3364,0,0,0,0.6494,0.0075,0.9964,0.0001,0,0,0.6211,0.0064,0.0749,0.0001,0,0,0.6487,51294.00
2605,17-Nov-01,82.684,0.0157,0.0234,0,0,0,0.6494,0.0157,0.0381,0,0,0,0.6211,0.0134,0.0001,0.0001,0,0,0.6487,51720.00
2606,18-Nov-01,82.9905,0.0089,0.0108,0,0.0307,0,0.65,0.0088,0.1291,0,0.0184,0,0.6215,0.0076,0.2224,0.0001,0.0217,0,0.6492,52086.00
2607,19-Nov-01,85.2523,0.0155,0.1556,0,0,0,0.6538,0.0155,1.3845,0,0,0,0.6237,0.0133,0.7823,0.0001,0,0,0.6518,52346.00
2608,20-Nov-01,91.606,0.0166,1.0578,0,0.8074,0,0.6831,0.0166,17.8737,0,0.762,0,0.6514,0.0142,18.3281,0.0001,0.7333,0,0.6785,52698.00
2609,21-Nov-01,174.1311,0.0065,4.1768,0,0.3735,0,0.7878,0.0065,60.5493,0,0.4217,0,0.7537,0.0055,31.577,0,0.485,0,0.7808,53035.00
2610,22-Nov-01,141.3725,0.0159,1.5632,0,0,0,0.8225,0.0159,22.6193,0,0,0,0.7928,0.0136,6.5022,0,0,0,0.8259,54872.00
2611,23-Nov-01,139.8383,0.0177,3.416,0,0.7983,0,0.8985,0.0177,50.6826,0,0.7524,0,0.8644,0.0152,32.2254,0,0.724,0,0.8947,55447.00
2612,24-Nov-01,177.4724,0.0094,3.054,0,0.3923,0,0.9787,0.0094,46.6924,0,0.4462,0,0.9483,0.0081,48.1364,23.0874,0.5152,0.0202,0.9827,56054.00
2613,25-Nov-01,132.1839,0.0098,0.5338,0,0,0,0.9926,0.0097,6.6223,0,0,0,0.9641,0.0083,3.6868,3.5866,0,0,1,58254.00
2614,26-Nov-01,77.7983,0.0146,0.0232,0,0,0,0.9926,0.0146,0.15,0,0,0,0.9641,0.0125,1.2851,1.2851,0,0,1,58744.00
2615,27-Nov-01,63.3484,0.0147,10.5758,3.7149,0.3377,0.2856,0.9944,0.0146,7.7596,1.7821,0.4509,0.1993,0.9716,0.0125,100.5112,93.1694,0.6169,0.6169,1,59173.00
2616,28-Nov-01,2252.8662,0.008,753.7946,298.9351,0.6467,0.6467,1,0.008,578.2438,321.6281,0.6491,0.6491,1,0.0069,1107.1976,1069.5696,0.7757,0.7757,1,59682.00
2617,29-Nov-01,2250.9885,0.0139,566.3294,517.2258,0.2656,0.2656,1,0.0138,696.0825,598.3007,0.3357,0.3357,1,0.0119,907.4736,880.2204,0.2192,0.2192,1,61752.00
2618,30-Nov-01,5284.6284,0.0122,1712.9843,521.4049,0.95,0.95,1,0.0122,2027.5624,629.5854,0.95,0.95,1,0.0105,2443.5347,1622.882,1.3859,1.3859,1,63209.00
2619,1-Dec-01,7522.7725,0.0091,2200.6753,811.5113,0.8406,0.8406,1,0.009,2581.4233,949.4938,0.8115,0.8115,1,0.0077,2351.321,1850.5183,1.2177,1.2177,1,67444.00
2620,2-Dec-01,3818.7119,0.011,1138.4138,882.0769,0.7777,0.7777,1,0.0109,1245.9833,950.5529,0.6966,0.6966,1,0.0094,1060.8157,1034.1111,0.6334,0.6334,1,63844.00
2621,3-Dec-01,2836.0232,0.0103,767.3289,753.6784,0.1586,0.1586,1,0.0102,825.5768,784.2443,0.208,0.208,1,0.0088,808.7479,792.3248,0.2661,0.2661,1,70011.00
2622,4-Dec-01,1933.2755,0.0083,376.113,375.8714,0,0,1,0.0082,382.246,379.4757,0,0,1,0.007,301.6131,301.6101,0,0,1,70347.00
2623,5-Dec-01,3734.0425,0.0038,370.7351,367.039,1.0916,1.0916,1,0.0038,1013.5432,457.5461,1.1362,1.1362,1,0.0033,2278.5083,1983.2678,2.213,2.213,1,69509.00
2624,6-Dec-01,5538.2974,0.0149,797.8583,794.7516,0.1122,0.1122,1,0.0149,1446.3179,990.2523,0.1896,0.1896,1,0.0128,1564.9738,1540.0823,0.0845,0.0845,1,70565.00
2625,7-Dec-01,2461.4561,0.0151,450.414,450.201,0,0,1,0.015,514.0367,494.3784,0,0,1,0.0129,398.0327,398.0327,0,0,1,69476.00
2626,8-Dec-01,1771.9094,0.0155,228.6199,228.6191,0,0,1,0.0155,245.2523,245.2523,0,0,1,0.0132,367.7954,367.7954,0,0,1,68574.00
2627,9-Dec-01,1293.7064,0.0211,176.5793,176.5793,0,0,1,0.0211,198.6845,198.6845,0,0,1,0.0181,350.1174,349.9832,0.0029,0.0029,1,67627.00
2628,10-Dec-01,893.4769,0.0253,160.9606,160.9606,0,0,1,0.0253,183.8827,183.8827,0,0,1,0.0216,326.4598,326.4598,0,0,1,67992.00
2629,11-Dec-01,751.4462,0.0159,150.9707,150.9707,0,0,1,0.0159,172.9048,172.9048,0,0,1,0.0136,307.3831,307.3831,0,0,1,68541.00
2630,12-Dec-01,714.1148,0.0133,142.1147,142.1147,0,0,1,0.0133,162.8154,162.8154,0,0,1,0.0114,289.4824,289.4824,0,0,1,69041.00
2631,13-Dec-01,709.0549,0.0075,151.3289,142.6026,0.3198,0.3198,1,0.0075,176.7906,158.314,0.2861,0.2861,1,0.0064,350.8283,343.358,0.5614,0.5614,1,69559.00
2632,14-Dec-01,4167.6875,0.0254,1070.0745,441.9499,0.3692,0.3692,1,0.0253,1365.0555,544.2291,0.4201,0.4201,1,0.0217,1810.5527,1752.7217,0.6975,0.6975,1,72030.00
2633,15-Dec-01,1678.9097,0.0054,460.0656,397.7332,0,0,1,0.0054,507.9431,448.8188,0,0,1,0.0046,360.91,360.8957,0,0,1,73401.00
2634,16-Dec-01,899.7697,0.0055,213.3203,211.762,0.3762,0.3762,1,0.0055,234.8288,228.1436,0.4167,0.4167,1,0.0047,419.424,412.5523,0.4427,0.4427,1,74119.00
2635,17-Dec-01,3174.083,0.0121,545.8435,541.3976,0.5688,0.5688,1,0.0121,786.7523,711.8567,0.6371,0.6371,1,0.0103,1725.694,1675.8336,0.7881,0.7881,1,75884.00
2636,18-Dec-01,2510.8862,0.009,528.787,528.1327,0,0,1,0.009,641.8104,632.7471,0,0,1,0.0077,430.7974,429.9764,0.0807,0.0807,1,76790.00
2637,19-Dec-01,1677.9368,0.0081,260.3439,260.0309,0.3257,0.3257,1,0.0081,318.8264,309.7705,0.3484,0.3484,1,0.0069,666.6652,653.7556,0.3178,0.3178,1,76568.00
2638,20-Dec-01,2268.2476,0.0075,500.0879,496.03,0.715,0.715,1,0.0075,666.8604,609.1339,0.6417,0.6417,1,0.0064,994.2052,970.5845,0.43,0.43,1,77852.00
2639,21-Dec-01,2403.0454,0.0072,644.1043,642.427,0.0695,0.0695,1,0.0072,689.5966,670.858,0.0492,0.0492,1,0.0061,426.6555,425.3941,0,0,1,79743.00
2640,22-Dec-01,2629.4246,0.0071,462.3555,459.8933,0.5073,0.5073,1,0.007,530.2238,493.7719,0.5685,0.5685,1,0.006,904.7901,880.8005,0.6483,0.6483,1,79777.00
2641,23-Dec-01,3042.5647,0.0071,497.8224,496.9388,0,0,1,0.0071,598.5972,582.6688,0,0,1,0.0061,612.2194,606.1927,0,0,1,79777.00
2642,24-Dec-01,2232.0149,0.0161,276.7268,276.6768,0,0,1,0.016,308.2563,307.571,0,0,1,0.0137,334.743,334.743,0,0,1,77115.00
2643,25-Dec-01,2041.8226,0.0056,191.9423,191.9423,0,0,1,0.0056,216.6453,216.6453,0,0,1,0.0048,313.9997,313.9997,0,0,1,74624.00
2644,26-Dec-01,1665.3806,0.0072,169.0867,169.0867,0,0,1,0.0071,194.6118,194.6118,0,0,1,0.0061,295.7126,295.7126,0,0,1,71912.00
2645,27-Dec-01,1249.1481,0.0113,168.7982,168.4361,0.177,0.177,1,0.0113,198.4535,193.7191,0.1286,0.1286,1,0.0097,323.6706,321.2387,0.064,0.064,1,71288.00
2646,28-Dec-01,1812.4991,0.0081,325.8178,323.7957,0.5983,0.5983,1,0.008,395.0326,366.194,0.5607,0.5607,1,0.0069,705.9433,687.7089,0.5201,0.5201,1,71271.00
2647,29-Dec-01,2444.0015,0.0086,529.5272,527.5361,0,0,1,0.0086,592.3763,567.752,0,0,1,0.0073,591.5917,583.4774,0.039,0.039,1,71457.00
2648,30-Dec-01,1813.5867,0.007,400.0273,358.969,0.6035,0.6035,1,0.007,438.1136,357.3903,0.5704,0.5704,1,0.006,587.5111,568.0766,0.6551,0.6551,1,71514.00
2649,31-Dec-01,3647.3115,0.0084,747.4912,571.0485,0.1387,0.1387,1,0.0084,929.7552,710.9541,0.2574,0.2574,1,0.0072,1262.2148,1234.8597,0.3561,0.3561,1,73282.00
2650,1-Jan-02,2623.4475,0.0071,606.293,580.2717,1.1339,1.1339,1,0.0071,798.2186,727.3293,1.138,1.138,1,0.006,1211.8319,1174.2115,1.2842,1.2842,1,74080.00
2651,2-Jan-02,6497.2778,0.0114,2186.4861,1040.558,0.808,0.808,1,0.0114,2187.8103,1242.9376,0.8572,0.8572,1,0.0097,2090.3506,2032.5177,0.7861,0.7861,1,79106.00
2652,3-Jan-02,3482.4224,0.0127,1003.8582,863.0782,0,0,1,0.0127,1048.5439,958.1813,0,0,1,0.0109,495.7801,495.2758,0,0,1,82612.00
2653,4-Jan-02,2386.1685,0.0155,396.633,392.5803,0.0345,0.0345,1,0.0154,408.0792,407.3032,0,0,1,0.0132,385.1586,385.1586,0,0,1,80743.00
2654,5-Jan-02,2628.3469,0.0041,396.9148,373.0231,0.8843,0.8843,1,0.0041,416.3417,379.2257,0.7997,0.7997,1,0.0035,890.3743,864.3272,0.8219,0.8219,1,78453.00
2655,6-Jan-02,5500.8618,0.0072,1035.7064,922.5586,0.6719,0.6719,1,0.0072,1294.0143,1064.7104,0.7,0.7,1,0.0062,1882.3995,1834.5049,0.7782,0.7782,1,77149.00
2656,7-Jan-02,3541.8074,0.0107,795.5213,779.9156,0,0,1,0.0106,880.791,841.5848,0,0,1,0.0091,480.4837,480.3421,0,0,1,76346.00
2657,8-Jan-02,2248.6792,0.0099,380.1587,379.6227,0,0,1,0.0099,390.6869,389.743,0,0,1,0.0085,402.0356,402.0356,0,0,1,75339.00
2658,9-Jan-02,1968.573,0.0157,262.5606,262.5606,0,0,1,0.0157,286.8551,286.8551,0,0,1,0.0134,378.5498,378.5498,0,0,1,73876.00
2659,10-Jan-02,1894.6326,0.0148,232.5422,232.5422,0,0,1,0.0148,261.1151,261.1151,0,0,1,0.0126,356.5047,356.5047,0,0,1,72233.00
2660,11-Jan-02,1705.6627,0.0167,217.188,217.188,0,0,1,0.0167,245.1073,245.1073,0,0,1,0.0143,335.7435,335.7435,0,0,1,70515.00
2661,12-Jan-02,1499.8069,0.0188,204.3438,204.3438,0,0,1,0.0188,230.771,230.771,0,0,1,0.016,316.1913,316.1913,0,0,1,69894.00
2662,13-Jan-02,1418.2943,0.0165,192.4242,192.4242,0,0,0.9994,0.0165,217.3274,217.3274,0,0,0.9994,0.0141,297.7777,297.7777,0,0,1,69425.00
2663,14-Jan-02,1309.1283,0.021,181.2164,181.2164,0,0,0.9973,0.021,204.6709,204.6709,0,0,0.9973,0.018,280.4365,280.4365,0,0,0.9994,68941.00
2664,15-Jan-02,1147.7146,0.0165,170.663,170.663,0,0,0.9945,0.0165,192.7518,192.7518,0,0,0.9945,0.0141,264.1051,264.1051,0,0,0.9974,68691.00
2665,16-Jan-02,1071.4714,0.0161,160.7244,160.7244,0,0,0.9922,0.016,181.5268,181.5268,0,0,0.9922,0.0137,248.7248,248.7248,0,0,0.9954,68574.00
2666,17-Jan-02,999.5288,0.0192,151.3645,151.3645,0,0,0.9897,0.0192,170.9555,170.9555,0,0,0.9897,0.0164,234.2402,234.2402,0,0,0.9933,68424.00
2667,18-Jan-02,916.2586,0.0165,142.5497,142.5497,0,0,0.9871,0.0165,160.9998,160.9998,0,0,0.9871,0.0141,220.5991,220.5991,0,0,0.9911,68424.00
2668,19-Jan-02,834.7342,0.0178,134.2483,134.2483,0,0,0.9847,0.0178,151.6239,151.6239,0,0,0.9847,0.0152,207.7524,207.7524,0,0,0.989,68441.00
2669,20-Jan-02,752.7842,0.0127,126.4303,126.4303,0,0,0.9825,0.0127,142.794,142.794,0,0,0.9826,0.0109,195.6539,195.6539,0,0,0.9872,68558.00
2670,21-Jan-02,695.1776,0.0047,119.0675,119.0675,0,0,0.9816,0.0047,134.4783,134.4783,0,0,0.9816,0.004,184.7721,184.2599,0.0305,0,0.9871,68858.00
2671,22-Jan-02,665.4885,0.0068,112.1336,112.1336,0,0,0.9816,0.0068,126.6469,126.6469,0,0,0.9816,0.0058,174.4279,173.5294,0,0,0.9907,69075.00
2672,23-Jan-02,641.8569,0.0173,105.6034,105.6034,0,0,0.9816,0.0173,119.2716,119.2716,0,0,0.9816,0.0148,163.4238,163.4238,0,0,0.9907,69342.00
2673,24-Jan-02,619.6392,0.0064,99.4536,99.4536,0,0,0.9816,0.0064,112.3258,112.3258,0,0,0.9816,0.0055,153.9068,153.9068,0,0,0.9907,69793.00
2674,25-Jan-02,785.1082,0.0155,93.6618,93.6618,0,0,0.9816,0.0155,105.7844,105.7844,0,0,0.9816,0.0133,144.9439,144.9439,0,0,0.9907,70062.00
2675,26-Jan-02,1262.1049,0.0121,122.9906,121.8546,0.2447,0.1157,0.9969,0.0121,162.6839,144.6003,0.252,0.1232,0.997,0.0104,406.6875,393.5719,0.2849,0.2196,0.9995,69593.00
2676,27-Jan-02,1236.2573,0.0184,143.3051,143.0293,0,0,1,0.0184,169.9248,166.402,0,0,1,0.0158,162.4679,162.3947,0,0,1,69125.00
2677,28-Jan-02,954.412,0.014,97.9414,97.928,0,0,1,0.014,108.0009,107.9135,0,0,1,0.012,134.968,134.968,0,0,1,68541.00
2678,29-Jan-02,685.6451,0.0193,80.8898,80.8898,0,0,1,0.0192,90.6923,90.6923,0,0,1,0.0165,127.0797,127.0797,0,0,1,68058.00
2679,30-Jan-02,519.3053,0.0189,74.356,74.356,0,0,1,0.0186,84.1413,84.1413,0,0,1,0.0159,119.6791,119.6791,0,0,1,67992.00
2680,31-Jan-02,464.6272,0.0193,69.7979,69.7979,0,0,0.9999,0.0192,79.1271,79.1271,0,0,1,0.0164,112.7096,112.7096,0,0,1,67942.00
2681,1-Feb-02,448.5418,0.0097,65.7083,65.7083,0,0,0.9992,0.0097,74.5102,74.5102,0,0,0.9995,0.0083,106.1459,106.1459,0,0,1,68308.00
2682,2-Feb-02,434.0019,0.0166,61.8792,61.8792,0,0,0.9974,0.0166,70.1704,70.1704,0,0,0.9977,0.0142,99.9644,99.9644,0,0,1,68674.00
2683,3-Feb-02,420.316,0.0211,58.2754,58.2754,0,0,0.9946,0.0211,66.0839,66.0839,0,0,0.995,0.0181,94.1429,94.1429,0,0,1,68981.00
2684,4-Feb-02,421.7335,0.0239,54.8817,54.8817,0,0,0.9914,0.0239,62.2355,62.2355,0,0,0.9918,0.0204,88.6605,88.6605,0,0,1,69258.00
2685,5-Feb-02,462.3132,0.0191,51.6856,51.6856,0,0,0.9883,0.0191,58.6112,58.6112,0,0,0.9887,0.0164,83.4973,83.4973,0,0,1,69492.00
2686,6-Feb-02,491.7365,0.0156,48.6757,48.6757,0,0,0.986,0.0156,55.1979,55.1979,0,0,0.9863,0.0133,78.6348,78.6348,0,0,0.9996,69375.00
2687,7-Feb-02,547.9572,0.0097,54.8988,54.2543,0.3866,0.2744,0.9897,0.0097,76.9654,64.3245,0.4033,0.2925,0.9901,0.0083,288.0218,272.5078,0.439,0.4264,0.9992,69492.00
2688,8-Feb-02,1355.2899,0.0252,201.8898,200.3848,0,0,1,0.0252,278.3907,257.2607,0,0,1,0.0216,426.4184,421.605,0,0,1,69794.00
2689,9-Feb-02,718.218,0.0243,127.6441,127.542,0,0,1,0.0243,137.5017,136.5506,0,0,1,0.0208,94.6447,94.6447,0,0,1,69961.00
2690,10-Feb-02,546.1581,0.029,64.5062,64.5062,0,0,1,0.029,68.3574,68.3574,0,0,1,0.0248,87.9621,87.9621,0,0,1,70129.00
2691,11-Feb-02,510.3806,0.0276,49.4404,49.4404,0,0,0.9996,0.0276,55.6783,55.6783,0,0,0.9996,0.0236,82.8385,82.8385,0,0,1,70246.00
2692,12-Feb-02,497.5535,0.0302,44.9909,44.9909,0,0,0.9969,0.0301,51.5733,51.5733,0,0,0.9969,0.0258,78.0144,78.0144,0,0,0.9989,70347.00
2693,13-Feb-02,487.3197,0.0248,42.1888,42.1888,0,0,0.993,0.0248,48.4984,48.4984,0,0,0.993,0.0212,73.4712,73.4712,0,0,0.996,70531.00
2694,14-Feb-02,477.6106,0.0327,39.7129,39.7129,0,0,0.9889,0.0327,45.6687,45.6687,0,0,0.9889,0.028,69.1925,69.1925,0,0,0.9925,70615.00
2695,15-Feb-02,468.4878,0.0184,37.3984,37.3984,0,0,0.9853,0.0184,43.0088,43.0088,0,0,0.9853,0.0157,65.1631,65.1631,0,0,0.9894,70733.00
2696,16-Feb-02,462.8217,0.0142,36.5935,36.4717,0.2363,0.1094,0.9863,0.0142,44.4363,42.0674,0.2424,0.1157,0.9863,0.0121,75.0026,72.7723,0.1764,0.082,0.9897,70867.00
2697,17-Feb-02,699.3595,0.0183,94.1936,93.0297,0,0,1,0.0183,135.3157,117.7186,0,0,1,0.0156,157.1083,151.1695,0,0,1,70968.00
2698,18-Feb-02,549.0444,0.0187,69.3886,69.2982,0,0,1,0.0187,77.2517,76.3435,0,0,1,0.016,60.339,60.339,0,0,1,71086.00
2699,19-Feb-02,2227.1182,0.0089,338.6188,172.4089,0.9609,0.9609,1,0.0089,806.9931,257.2704,1.051,1.051,1,0.0076,2154.2546,1328.1022,1.8755,1.8755,1,71288.00
2700,20-Feb-02,6771.0586,0.016,1138.535,732.0237,0.4774,0.4774,1,0.016,1831.5096,964.9577,0.5605,0.5605,1,0.0137,2033.3053,1731.318,0.4269,0.4269,1,73740.00
2701,21-Feb-02,2917.3884,0.0259,533.8854,505.864,0,0,1,0.0259,628.1797,585.7017,0,0,1,0.0222,231.0182,230.9513,0,0,1,73045.00
2702,22-Feb-02,1675.0759,0.0331,180.5063,180.49,0,0,1,0.0331,190.8051,190.7083,0,0,1,0.0283,187.8151,187.8151,0,0,1,70683.00
